Name,Location,Experience,Specialization,Image_Url,Rating,City,Description
Advocate Aman Shrotriya,"Vaishali Nagar, Jaipur",14 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-aman-shrotriya.webp,5.0,Jaipur,"Advocate Aman Shrotriya completed his law in the year 2011 and has been providing services in various fields of law, that is, Arbitration, Trademark & Copyright, Tax, Insurance, Labour & Service, Corporate and drafting and vetting of various agreements and documents.Advocate Aman enrolled with the Bar Council of Rajasthan in 2011. He is a member of the Rajasthan High Court Bar Association."
Advocate G N Sharma,"Vidhyadhar Nagar, Jaipur",38 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-g-sharma.webp,3.8,Jaipur,"Advocate G.N. Sharma has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has acquired many years of professional experience in providing legal consultancy and advisory services.Advocate G.N. Sharma provides services in the fields of taxation, customs & central excise related matters."
Advocate Kandarp Kishor Bhati,"Gangori Bazar, Jaipur",23 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-kandarp-kishor-bhati.webp,4.0,Jaipur,"Advocate Kandarp Kishor Bhati has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Kandarp provides services in various fields of Civil Matters, Tax Matters, Documentation Matters and drafting and vetting of various agreements and documents.Advocate Kandarp enrolled with the Bar Council of Rajasthan in 2002. He is a member of Jaipur District Bar Association."
Advocate Jyoti Saini,"Madrampura, Jaipur",18 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-jyoti-saini.webp,4.0,Jaipur,"Advocate Jyoti Saini has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Jyoti provides services in various fields of Civil Matters, Family Matters, Divorce Matters, Child Custody Matters, Civil Matters, Tax Matters, Cheque Bounce Matters, Motor Accidents Matters, Criminal Matters and drafting and vetting of various agreements and documents.Advocate Jyoti enrolled with the Bar Council of Rajasthan in 2007."
Advocate Gajanand Verma,"Bais Godam, Jaipur",34 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-gajanand-verma.webp,4.0,Jaipur,"Advocate Gajanand Verma completed his law in the year 1991 and has been providing services in various fields of law, that is, Tax, GST, Wills/ Trusts, Customs & Central Excise, Corporate and drafting and vetting of various agreements and documents.Advocate Gajanand enrolled with the Bar Council of Rajasthan in 1991. He is a member of the Rajasthan Bar Association & Jaipur Bar Association."
Advocate Pankaj Ghiya,"JLN Marg, Jaipur",26 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-pankaj-ghiya.webp,4.0,Jaipur,"Advocate Pankaj Ghiya completed his law in the year 1999 and has been providing services in various fields of law, that is, Criminal, Cheque Bounce, Divorce, Family, Motor Accident and drafting and vetting of various agreements and documents.Advocate Pankaj enrolled with the Bar Council of Rajasthan in 1999. He is a member of the Rajasthan High Court Bar Association."
Advocate Ajay Kant Khandelwal,"MI Road, Jaipur",37 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-ajay-kant-khandelwal.webp,4.0,Jaipur,"Advocate Ajay Kant Khandelwal completed his law in the year 1988 and has been providing services in various fields of law, that is, Tax, GST, Corporate and drafting and vetting of various agreements and documents.Advocate Ajay Kant enrolled with the Bar Council of Rajasthan in 1988. He is a member of the Jaipur Bar Association & Rajasthan Tax Consultants Association."
Advocate Ashok Hansaria,"Shree Vihar Colony, Jaipur",43 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-ashok-hansaria.webp,4.0,Jaipur,"Advocate Ashok Hansaria completed his law in the year 1982 and has been providing services in various fields of law, that is, Tax, GST, Revenue, Land & Building and drafting and vetting of various agreements and documents.Advocate Ashok enrolled with the Bar Council of Rajasthan in 1982. He is a member of the Rajasthan Tax Consultants Bar Association, Jaipur Bar Association & Rajasthan High Court Bar Association."
Advocate Kartikey,"Shyam Nagar, Jaipur",16 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-kartikey.webp,4.0,Jaipur,"Advocate Kartikey completed his law in the year 2009 and has been providing services in various fields of law, that is, Trademark & Copyright, Family, Tax, Criminal, Civil, Revenue Matters and drafting and vetting of various agreements and documents.Advocate Kartikey enrolled with the Bar Council of Rajasthan in 2009. He is a member of the Rajasthan High Court Bar Association."
Advocate Nilu Mathur,"DCM, Ajmer Road, Jaipur",26 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-nilu-mathur.webp,4.0,Jaipur,"Advocate Nilu Mathur has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Nilu provides services in the various field of Family, Tax, Consumer Court, Customs & Central Excise, Motor Accident and drafting and vetting of various agreements and documents.Advocate Nilu enrolled with the Bar Council of Rajasthan in 1999. She is a member of the Jaipur Bar Association and Ajmer Bar Association."
Advocate Anurag Kalavatiya,"Gopal Bari, Jaipur",17 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-anurag-kalavatiya.webp,4.0,Jaipur,"Advocate Anurag Kalavatiya completed his law in the year 2008 and has been providing services in various fields of law, that is, Arbitration, Property, Tax, Corporate, Banking / Finance and drafting and vetting of various agreements and documents.Advocate Anurag enrolled with the Bar Council of Rajasthan in 2008. He is a member of the Rajasthan High Court Bar Association"
Advocate Fazlur Rehman Khan,"Ajmeri Gate, Jaipur",15 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-fazlur-rehman-khan.webp,4.0,Jaipur,"Advocate Fazlur Rehman Khan has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.He provides services in the field of law, that is, Tax and drafting and vetting of various agreements and documents.Advocate Fazlur enrolled with the Bar Council of Rajasthan in 2010. He is a member of the Jaipur Bar Association."
Advocate Sheetal Mishra,"Shyam Nagar, Jaipur",12 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-sheetal-mishra.webp,4.0,Jaipur,"Advocate Sheetal Mishra completed her law in the year 2013 and has been providing services in various fields of law, that is, Trademark Filing, Arbitration, Corporate, Tax, Recovery and drafting and vetting of various agreements and documents.Advocate Sheetal enrolled with the Bar Council of Rajasthan in 2013. She is also a member of Supreme Court Bar Association."
Advocate Pravendra Kuntal,"Pratap Nagar, Jaipur",9 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-pravendra-kuntal.webp,4.0,Jaipur,"Advocate Pravendra Kuntal has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Pravendra provides services in various fields of Civil Matters, RTI Matters, Tax Matters, Criminal Matters, Family related Matters and drafting and vetting of various agreements and documents.Advocate Pravendra enrolled with the Bar Council of Rajasthan in 2016. He is a member of Jaipur Bar Association."
Advocate Prabhansh Sharma,"Durgapura, Jaipur",8 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-prabhansh-sharma.webp,4.0,Jaipur,"Advocate Prabhansh Sharma has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired a year of professional experience in providing legal consultancy and advisory services.Advocate Prabhansh provides services in the various field of Trademark & Copyright, Cyber Crime, Tax, Medical Negligence, Wills/ Trusts and drafting and vetting of various agreements and documents.Advocate Prabhansh enrolled with the Bar Council of Rajasthan in 2017. He is a member of the Jaipur Bar Association."
Advocate Manoj Makker,"Vidhyadhar Nagar, Jaipur",8 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-manoj-makker.webp,4.0,Jaipur,"Advocate Manoj Makker has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services."
Advocate Rakesh Kumar Pareek,"Sodala, Jaipur",11 years Experience,Tax,https://lawrato.com/expert_images/thumb/webp/advocate-rakesh-kumar-pareek.webp,4.0,Jaipur,"Advocate Rakesh Kumar Pareek has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Rakesh provides services in various fields of Property Matters, Tax Matters, Civil Matters and drafting and vetting of various agreements and documents.Advocate Rakesh enrolled with the Bar Council of Rajasthan in 2014. He is a member of Jaipur Bar Association."
Advocate Ajay Sharma,"Mansarovar, Jaipur",19 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/advocate-ajay-sharma3735.jpg,4.0,Jaipur,"Advocate Ajay Sharma has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Ajay provides services in various fields of Civil Matters, Family Matters, Cheque Bounce Matters, Criminal Matters, Consumer related Matters, Divorce Matters, Child Custody Matters and drafting and vetting of various agreements and documents.Advocate Ajay enrolled with the Bar Council of Rajasthan in 2006. He is a member of High Court Bar Association Jaipur."
Advocate Hemraj Bairwa,"Rajasthan High Court Jaipur, Jaipur",4 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/advocate-hemraj-bairwa.jpg,4.0,Jaipur,"Advocate Hemraj Bairwa has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services."
Advocate Ketan Dhabhai,"Rajasthan high court, Jaipur",12 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-ketan-dhabhai.webp,4.3,Jaipur,"Advocate Ketan Dhabhai has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Ketan provides services in various field of civil laws, criminal laws, family law, consumer cases, landlord/tenant matters, revenue related matters, arbitration matters, matrimonial related matters and drafting and vetting of various agreements and documents.Advocate Ketan enrolled with the Bar Council of Rajasthan in 2000. He is a member of the Rajasthan High Court Bar Association & Rajasthan Bar Council."
Advocate Divesh Sharma,"Vaishali Nagar, Jaipur",10 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-divesh-sharma.webp,4.7,Jaipur,"Advocate Divesh Sharma has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Divesh provides services in various fields of Civil Matters, Criminal Matters, Trademark & Copyright Matters, Corporate Matters, Labour & Service Matter, Corporate Matters, Motor Vehicle Claim Matters, Consumer Protection Cases, Cyber Law Cases, Intellectual Property Cases, Writs, Revenue Matters, Debt Recovery Matters, Armed Forces Tribunals, Immigrations and drafting and vetting of various agreements and documents.Advocate Divesh enrolled with the Bar Council of Rajasthan in 2015. He is a member of Rajasthan High Court Bar Association."
Advocate Syed Zakawat Ali,"Mansarovar, Jaipur",34 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-syed-zakawat-ali.webp,4.5,Jaipur,"Advocate Syed Zakawat Ali completed his law in the year 1991 and has been providing services in various fields of law, that is, Arbitration, Property, Cheque Bounce, Consumer Court, Labour & Service, Corporate, Banking/ Finance, RERA Matters and drafting and vetting of various agreements and documents.Advocate Syed Zakawat Ali enrolled with the Bar Council of Rajasthan in 1991."
Advocate Hemant Sharma,"Rajasthan High Court, Jaipur",22 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-hemant-sharma5560.webp,5.0,Jaipur,"Advocate Hemant Sharma completed his law in the year 2003 and has been providing services in various fields of law, that is, Cheque Bounce, Consumer Court, Criminal, Divorce, Civil and drafting and vetting of various agreements and documents.Advocate Hemant enrolled with the Bar Council of Rajasthan in 2003."
Advocate Prabuddha Sharma,"Bapu Nagar, Jaipur",12 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-prabuddha-sharma.webp,4.4,Jaipur,"Advocate Prabuddha Sharma has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Prabuddha provides services in various fields of Civil Matters, Child Custody Matters, Family Matters, Divorce Matters, Consumer Court Matters, Documentation Matters, Criminal Matters and drafting and vetting of various agreements and documents.Advocate Prabuddha enrolled with the Bar Council of Rajasthan in 2013."
Advocate Shashi Bhushan Gupta,"Tonk Phatak, Jaipur",26 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-shashi-gupta.webp,4.3,Jaipur,"Advocate Shashi Bhushan Gupta has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Gupta provides services in various field of civil laws, criminal laws, property related matters, family law, consumer cases, landlord/tenant matters, revenue related matters, arbitration matters, matrimonial related matters and drafting and vetting of various agreements and documents.Advocate Shashi enrolled with the Bar Council of Rajasthan in 1999. He is a member of the Rajasthan High Court Bar Association and the District Court Bar Association of Jaipur."
Advocate Naresh Chandra Goyal,"Gopalpura By-pass Road, Jaipur",45 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-naresh-goyal.webp,4.2,Jaipur,"Advocate Naresh Chandra Goyal has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired 35 years of professional experience in providing legal consultancy and advisory services.Advocate Goyal provides services in various field of criminal laws, inter-alia,  Suits, Writs, Petitions, Appeals, Revisions, Complaints  relating to debt recovery, dishonor of cheques, rent control act, property disputes, matrimonial disputes, consumer complaints, and drafting and vetting of various agreements and documents.Advocate Naresh enrolled with the Bar Council Of Rajasthan in 1980. He is a member of the Rajasthan High Court Bar Association at Jaipur."
Advocate Devvrat Singh Raghav,"Chitrakoot Scheme, Jaipur",13 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-devvrat-singh-raghav.webp,5.0,Jaipur,"Advocate Devvrat Singh Raghav completed his law in the year 2012 and has been providing services in various fields of law, that is Consumer Court, Criminal, Family, Civil, Banking / Finance, and drafting and vetting of various agreements and documents.Advocate Devvrat enrolled with the Bar Council of Delhi in 2012."
Advocate Sakib Ahmed,"Ajmeri Gate, Jaipur",11 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-sakib-ahmed.webp,4.5,Jaipur,"Advocate Sakib Ahmed has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Sakib provides services in various fields of Civil Matters, Muslim Law Matters, Criminal Matters, Tax Matters, Labour & Service Matters, Motor Accident Matters and drafting and vetting of various agreements and documents.Advocate Sakib enrolled with the Bar Council of Rajasthan in 2014. He is the member of Jalore Bar Association."
Advocate Deepak Kumar Doolani,"Sanganer, Jaipur",13 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-deepak-kumar-doolani.webp,5.0,Jaipur,"Advocate Deepak Kumar Doolani has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Deepak provides services in various fields of Criminal Matters, Family Matters, Landlord/Tenant Matters, Consumer Related Matters and drafting and vetting of various agreements and documents.Advocate Deepak enrolled with the Bar Council of Rajasthan in 2012. He is a member of Sanganer Bar Association and Rajasthan High Court Bar Association."
Advocate Piyush Rathore,"Bhankrota, Jaipur",13 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-piyush-rathore.webp,4.0,Jaipur,"Advocate  Piyush Rathore has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate  Piyush provides services in various fields of Civil Matters, Criminal Matters, Family Matters, Cheque Bounce Matters, Divorce Matters, Consumer Related Matters  and drafting and vetting of various agreements and documents.Advocate Piyush enrolled with the Bar Council of Rajasthan 2012. He is a member of Jaipur Bar Association."
Advocate Riyasat Ali,"Rajasthan High Court, Jaipur",24 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-riyasat-ali.webp,5.0,Jaipur,"Advocate Riyasat Ali Khan has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Riyasat provides services in various fields of Civil Matters, Divorce Matters, Family Matters, Cheque Bounce Matters, Criminal Matters, Consumer Matters and drafting and vetting of various agreements and documents.Advocate RIyasat enrolled with the Bar Council of Rajasthan in 2001. He is a member of the High Court Bar Association."
Advocate Manmohan Arora,"Banipark, Jaipur",22 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-manmohan-arora.webp,5.0,Jaipur,"Advocate Manmohan Arora completed his law in the year 2003 and has been providing services in various fields of law, that is, Criminal, Cheque Bounce, Divorce, Family, Civil, Chld Custody and drafting and vetting of various agreements and documents.Advocate Manmohan enrolled with the Bar Council of Rajasthan in 2003. He is a member of the Jaipur Bar Association & Rajasthan High Court Bar Association."
Advocate Bhanu Pratap Jha,"Kalwar Road, Jaipur",10 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-bhanu-pratap-jha.webp,5.0,Jaipur,"Advocate Bhanu Pratap Jha completed his law in the year 2015 and has been providing services in various fields of law, that is, Family, Cheque Bounce, Criminal, Civil, Consumer Court, Recovery and drafting and vetting of various agreements and documents.Advocate Bhanu Pratap enrolled with the Bar Council of Rajasthan in 2015. He is a member of the Rajasthan Bar Association."
Advocate Prerak Bhargava,"Pratap Nagar, Jaipur",13 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-prerak-bhargava.webp,5.0,Jaipur,"Advocate Prerak Bhargava has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Prerak provides services in the various field of Arbitration, Cheque Bounce, Criminal, R.T.I, Civil, Consumer Court, Banking/ Finance and drafting and vetting of various agreements and documents.Advocate Prerak enrolled with the Bar Council of Rajasthan in 2012. He is a member of the Jaipur Bar Association."
Advocate Liyakat Khan,"Rajasthan High Court, Jaipur",19 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-liyakat-khan.webp,5.0,Jaipur,"Advocate Liyakat Khan completed his law in the year 2006 and has been providing services in various fields of law, that is, Criminal, Cheque Bounce, Family, Property, Consumer Court and drafting and vetting of various agreements and documents.Advocate Liyakat enrolled with the Bar Council of Rajasthan in 2006. He is a member of the Rajasthan High Court Bar Association."
Advocate Pradeep Kumar Gupta,"Murlipura, Jaipur",17 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-pradeep-gupta.webp,4.5,Jaipur,"Advocate Pradeep Kumar Gupta has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Gupta provides services in various field of civil laws, criminal laws, motor accident related matters, family law, consumer cases, landlord/tenant matters, revenue related matters, arbitration matters, matrimonial related matters and drafting and vetting of various agreements and documents.Advocate Pradeep enrolled with the Bar Council of Rajasthan in 2008."
Advocate Rajneesh Sharma,"Banipark, Jaipur",21 years Experience,Consumer Court,https://lawrato.com/expert_images/thumb/webp/advocate-rajneesh-sharma.webp,4.4,Jaipur,"Advocate Rajneesh Sharma has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Sharma provides services in various field of civil laws, criminal laws, family law, consumer cases, landlord/tenant matters, revenue related matters, consumer court matters, matrimonial related matters and drafting and vetting of various agreements and documents.Advocate Rajneesh enrolled with the Bar Council of Rajasthan in 2004. He is a member of the District Court Bar Association of Jaipur and Rajasthan High Court Bar Association."
Advocate Aditya Agnihotri,"Civil Court Compound Kanpur, Kanpur",10 years Experience,Civil,https://lawrato.com/expert_images/thumb/advocate-aditya-agnihotri.jpg,4.0,Kanpur,"Advocate Aditya Agnihotri completed his law in the year 2015 and has been providing services in various fields of law, that is, Criminal, matrimonial cases Divorce, Cheque Bounce, Civil, Consumer Court, Motor Accident and drafting and vetting of various agreements and documents.Advocate Aditya enrolled with the Bar Council of Uttar Pradesh in 2015.Enrollment Number: UP/5472/2015"
Advocate SK Rasid Ali,"kanpur nagar, Kanpur",13 years Experience,Civil,https://lawrato.com/expert_images/thumb/advocate-sk-rasid-ali.jpg,4.0,Kanpur,"Advocate SK Rasid Ali has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services."
Dr. Shikha Saxena,"Nawabganj, Kanpur",33 years Experience,Civil,https://lawrato.com/expert_images/thumb/dr-shikha-saxena.jpg,4.0,Kanpur,"Dr. Shikha Saxena has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services."
Advocate Kuldeep Singh,"Kanpur Nagar, Kanpur",19 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-kuldeep-singh.webp,4.5,Kanpur,"Advocate Kuldeep Singh possesses a thorough knowledge of the legal field and works with a result-oriented and professional approach. He is ethical in his outlook and offers consultation across a wide variety of legal matters.Advocate Kuldeep specialises in both criminal legal defence and civil matters such as property disputes, family disputes, matrimonial matters, among others. He also handles consumer protection cases.Advocate Kuldeep enrolled with the Bar Council of Uttar Pradesh in 2006. He is a member of the Uttar Pradesh Court Bar Association."
Advocate Veerendra Kumar Awasthi,"Civil Court, Kanpur",10 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-veerendra-kumar-awasthi.webp,4.5,Kanpur,"Advocate Veerendra Kumar Awasthi has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Veerendra provides services in various fields of Criminal Matters, Cheque Bounce Matters, Consumer Court related Matters, Labour and Service related Matters and drafting and vetting of various agreements and documents.Advocate Veerendra enrolled with the Bar Council of Uttar Pradesh in 2015. He is a member of Kanpur Bar Association."
Advocate Radha Krishna Pandey,"Ganga Vihar, Kanpur",48 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-radha-krishna-pandey.webp,4.3,Kanpur,"Advocate Radha Krishna Pandey has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.He provides services in the various fields of law, that is, Arbitration, Family, Landlord/Tenant, Criminal, Wills/Trusts, Civil, Labour & Service, Banking/Finance, Corporate and drafting and vetting of various agreements and documents.Advocate Radha Krishna enrolled with the Bar Council of Uttar Pradesh in 1977. He is the President of the Kanpur Bar Association."
Advocate Akash Tiwari,"Court Compound, Kanpur",11 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-akash-tiwari.webp,4.8,Kanpur,"Advocate Akash Tiwari completed his law in the year 2014 and has been providing services in various fields of law, that is, Arbitration, Cyber Crime, Cheque Bounce, Criminal, Divorce and drafting and vetting of various agreements and documents.Advocate Akash enrolled with the Bar Council of Uttar Pradesh in 2014. He is a member of the Kanpur Bar Association."
Advocate Archana Yadav Jain,"Court Compound, Kanpur",22 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-archana-yadav-jain.webp,5.0,Kanpur,"Advocate Archana Yadav Jain has been practicing and handling cases independently with a result-oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.She provides services in the various fields of law, that is, Family, Criminal, Civil, Recovery and drafting and vetting of various agreements and documents.Advocate Archana enrolled with the Bar Council of Uttar Pradesh in 2003. She is a member of the Allahabad High Court Bar Association."
Advocate Nikhil Pandey,"Civil Lines, Kanpur",8 years Experience,Civil,https://lawrato.com/expert_images/thumb/advocate-nikhil-pandey.jpg,4.7,Kanpur,"Advocate Nikhil Pandey has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services."
Advocate Ajai Behari Bajpai,"Gandhi Nagar, Kanpur",41 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-ajai-behari-bajpai.webp,4.8,Kanpur,"Advocate Ajai Behari Bajpai has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Ajai provides services in various fields of Cheque Bounce Matters, Criminal Matters, Divorce Matters, Property Matters, Civil Matters and drafting and vetting of various agreements and documents.Advocate Ajai enrolled with the Bar Council of Uttar Pradesh in 1984. He is a member of Kanpur Bar Association."
Advocate Manoj Pandey,"Gandhi Gram, Kanpur",19 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-manoj-pandey.webp,4.0,Kanpur,"Advocate Manoj Pandey has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Manoj provides services in various fields of Consumer Matters, Criminal Matters, Family Matters, Civil Matters and drafting and vetting of various agreements and documents.Advocate Manoj enrolled with the Bar Council of Uttar Pradesh in 2006. He is a member of Kanpur Bar Association."
Advocate Dharmendra Kumar Yadav,"Civil Court, Kanpur",20 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-dharmendra-kumar-yadav.webp,4.0,Kanpur,"Advocate Dharmendra Kumar Yadav has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Dharmendra provides services in various fields of Child Custody Matters, Divorce Matters, Family Matters, Criminal Matters, Motor Accident Matters, Civil Matters and drafting and vetting of various agreements and documents.Advocate Dharmendra enrolled with the Bar Council of Uttar Pradesh in 2005."
Advocate Vijay Singh,"Rasulabad, Kanpur",31 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-vijay-singh4642.webp,4.0,Kanpur,"Advocate Vijay Singh has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Vijay provides services in various fields of Family Matters, Divorce Matters, Civil Matters, Child Custody Matters, Tax Matters and drafting and vetting of various agreements and documents.Advocate Vijay enrolled with the Bar Council of Uttar Pradesh in 1994. He is a member of Rasulabad Bar Association."
Advocate Vijay Pal Singh,"Civil Line, Kanpur",17 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-vijay-pal-singh.webp,4.0,Kanpur,"Advocate Vijay Pal Singh has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired many years of professional experience in providing legal consultancy and advisory services.Advocate Vijay provides services in various fields of Criminal Matters, Civil Matters, Motor Accident Matters and drafting and vetting of various agreements and documents.Advocate Vijay enrolled with the Bar Council of Uttar Pradesh in 2008."
Advocate Virendra Agnihotri,"Gandhi Nagar, Kanpur",38 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-virendra-agnihotri.webp,4.0,Kanpur,"Advocate Virendra Kumar Agnihotri has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Virendra provides services in various fields of Civil Matters, Child Custody Matters, Family Matters, Divorce Matters Criminal Matters and drafting and vetting of various agreements and documents.Advocate Virendra enrolled with the Bar Council of Uttar Pradesh in 1987."
Advocate Santosh Kumar Srivastava,"Civil Court, Kanpur",42 years Experience,Civil,https://lawrato.com/expert_images/thumb/webp/advocate-santosh-kumar-srivastava.webp,4.0,Kanpur,"Advocate Santosh Kumar Srivastava has been practicing and handling cases independently with a result oriented approach, both professionally and ethically and has now acquired excellent professional experience in providing legal consultancy and advisory services.Advocate Santosh provides services in various fields of Property Matters, Civil Matters, Family Matters, Divorce Matters, Child Custody Matters, Cheque Bounce Matters, Criminal Matters and drafting and vetting of various agreements and documents.Advocate Santosh enrolled with the Bar Council of Uttar Pradesh in 1983."
